,psu_hh_idcode,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q11,Q14,Q17,Q18,Q19
3266,394_2_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3267,394_10_6,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3268,396_2_6,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3269,396_4_6,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3270,397_4_6,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3271,397_8_5,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3272,398_4_5,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3273,398_6_7,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3274,401_2_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3275,401_3_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3276,404_5_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3277,406_8_5,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3278,406_11_6,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3279,408_11_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3280,409_3_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3281,411_3_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3282,414_4_8,1,1,1,1.0,5.0,0.0,1.0,1.0,,1.0,,,
3283,418_1_3,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3284,420_2_5,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3285,420_12_6,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3286,422_8_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3287,423_5_5,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3288,424_8_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3289,426_8_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3290,428_6_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3291,429_5_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3292,430_3_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3293,432_3_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3294,433_4_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3295,434_8_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3296,435_6_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3297,437_1_5,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3298,440_2_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3299,443_4_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3300,443_9_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3301,444_2_4,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3302,445_7_5,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3303,449_9_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3304,452_7_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3305,454_8_3,2,2,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3306,456_10_6,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3307,461_6_3,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3308,469_1_5,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3309,474_4_3,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3310,474_6_4,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3311,479_4_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3312,483_6_4,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3313,487_6_3,1,1,1,1.0,4.0,0.0,3.0,1.0,,1.0,,,
3314,489_6_4,1,1,1,1.0,3.0,0.0,3.0,1.0,,1.0,,,
3315,495_4_3,1,1,1,1.0,3.0,0.0,0.0,1.0,,1.0,,,
3316,496_4_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3317,501_8_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3318,502_5_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3319,505_6_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3320,506_7_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3321,511_10_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3322,519_8_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3323,522_2_6,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3324,525_4_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3325,526_7_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3326,545_7_3,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3327,546_3_3,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3328,550_3_3,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3329,551_6_4,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3330,553_7_3,1,1,1,1.0,4.0,0.0,3.0,1.0,,1.0,,,
3331,561_7_4,1,1,1,1.0,4.0,0.0,4.0,1.0,,1.0,,,
3332,562_5_5,1,1,1,1.0,4.0,0.0,4.0,1.0,,1.0,,,
3333,567_7_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3334,567_9_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3335,571_6_3,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3336,574_10_3,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3337,577_1_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3338,577_5_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3339,577_5_4,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3340,583_8_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3341,584_3_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3342,588_7_6,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3343,588_9_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3344,596_2_5,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3345,596_4_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3346,597_1_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3347,597_4_3,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3348,599_1_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3349,601_4_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3350,603_1_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3351,603_3_8,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3352,607_8_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3353,609_6_6,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3354,610_1_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3355,610_8_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3356,611_6_4,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3357,612_3_6,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3358,612_5_6,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3359,615_1_8,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3360,616_2_6,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3361,616_7_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3362,617_3_4,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3363,618_10_4,3,3,2,,,,,,,,,,
3364,620_7_3,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3365,622_3_4,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3366,622_5_4,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3367,623_6_5,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3368,623_7_5,1,1,1,1.0,3.0,0.0,1.0,1.0,,1.0,,,
3369,623_7_6,1,1,1,1.0,3.0,0.0,1.0,1.0,,1.0,,,
3370,623_9_5,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3371,624_4_5,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3372,626_1_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3373,633_10_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3374,634_10_5,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3375,636_3_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3376,637_1_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3377,637_7_4,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3378,637_8_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3379,638_7_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3380,639_4_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3381,639_4_6,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3382,644_9_6,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3383,645_11_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3384,646_2_3,1,2,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3385,647_5_5,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3386,647_8_6,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3387,648_7_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3388,651_3_5,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3389,652_6_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3390,654_1_4,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3391,658_9_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3392,661_6_4,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3393,669_8_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3394,669_10_4,1,2,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3395,671_9_4,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3396,688_5_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3397,688_6_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3398,689_1_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3399,690_7_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3400,692_4_5,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3401,694_2_4,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3402,694_6_3,1,1,1,1.0,4.0,0.0,3.0,1.0,,1.0,,,
3403,694_7_6,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3404,696_6_4,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3405,696_8_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3406,697_6_3,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3407,701_7_3,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3408,704_6_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3409,706_11_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3410,709_12_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3411,712_4_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3412,718_2_4,1,1,1,1.0,4.0,0.0,1.0,1.0,,1.0,,,
3413,733_4_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3414,738_7_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3415,745_2_4,2,2,2,,,,,,,,,,
3416,747_8_4,1,1,1,1.0,4.0,0.0,3.0,1.0,,1.0,,,
3417,748_3_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3418,749_9_3,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3419,754_2_3,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3420,754_5_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3421,756_5_3,1,1,1,1.0,1.0,0.0,0.0,1.0,,1.0,,,
3422,759_9_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3423,766_4_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3424,769_9_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3425,770_1_5,1,2,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3426,770_9_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3427,773_1_4,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3428,775_4_3,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3429,775_5_5,1,1,1,1.0,3.0,0.0,1.0,1.0,,1.0,,,
3430,778_5_4,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3431,782_8_6,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3432,783_8_7,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3433,783_9_6,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3434,786_3_5,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3435,787_3_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3436,789_8_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3437,794_1_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3438,798_5_5,1,1,1,1.0,4.0,0.0,3.0,1.0,,1.0,,,
3439,799_6_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3440,799_6_6,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3441,802_5_6,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3442,804_5_3,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3443,805_5_3,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3444,807_10_4,1,1,1,1.0,3.0,0.0,3.0,1.0,,1.0,,,
3445,810_7_4,1,1,1,1.0,4.0,0.0,3.0,1.0,,1.0,,,
3446,811_4_4,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3447,812_1_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3448,813_5_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3449,817_2_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3450,818_5_5,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3451,820_10_5,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3452,821_1_5,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3453,825_4_6,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3454,825_6_5,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3455,826_7_4,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3456,829_3_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3457,834_2_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3458,2_4_3,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3459,8_9_4,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3460,14_8_4,1,1,1,1.0,6.0,1.0,4.0,1.0,,1.0,,,
3461,23_1_6,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3462,23_7_4,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3463,23_9_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3464,25_3_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3465,29_6_4,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3466,30_8_4,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3467,35_7_4,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3468,36_3_5,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3469,38_5_2,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3470,43_9_5,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3471,44_6_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3472,45_8_3,2,2,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3473,46_10_4,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3474,47_2_5,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3475,48_2_3,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3476,50_3_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3477,57_1_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3478,57_2_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3479,61_3_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3480,63_2_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3481,67_1_3,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3482,67_3_3,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3483,73_6_8,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3484,75_1_6,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3485,76_1_4,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3486,77_1_4,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3487,77_9_6,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3488,80_1_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3489,81_6_3,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3490,82_1_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3491,82_9_4,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3492,83_7_3,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3493,84_5_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3494,84_8_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3495,88_3_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3496,88_4_5,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3497,91_3_4,1,2,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3498,91_5_3,1,2,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3499,92_7_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3500,93_6_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3501,95_6_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3502,97_5_4,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3503,97_6_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3504,98_2_3,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3505,98_4_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3506,99_1_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3507,99_4_5,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3508,101_5_3,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3509,102_4_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3510,102_8_2,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3511,103_8_4,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3512,104_3_5,1,2,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3513,104_5_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3514,105_7_3,1,2,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3515,108_8_3,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3516,111_1_3,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3517,112_12_6,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3518,118_1_4,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3519,119_8_3,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3520,120_7_4,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3521,120_9_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3522,121_10_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3523,124_10_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3524,125_9_5,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3525,131_3_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3526,133_6_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3527,133_10_5,1,1,1,1.0,3.0,0.0,0.0,1.0,,1.0,,,
3528,135_1_5,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3529,135_2_4,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3530,135_4_4,1,1,1,1.0,4.0,0.0,2.0,1.0,,1.0,,,
3531,136_6_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3532,137_5_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3533,138_1_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3534,148_1_2,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3535,149_8_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3536,151_8_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3537,152_5_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3538,155_1_4,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3539,157_2_4,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3540,157_9_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3541,162_4_4,1,1,1,1.0,7.0,1.0,0.0,1.0,,1.0,,,
3542,167_5_4,2,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3543,167_6_4,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3544,174_1_5,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3545,180_8_4,1,1,1,1.0,3.0,0.0,0.0,1.0,,1.0,,,
3546,182_4_6,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3547,183_6_5,1,2,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3548,185_1_3,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3549,185_4_4,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3550,189_1_4,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3551,189_8_3,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3552,190_5_4,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3553,191_6_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3554,192_7_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3555,193_7_3,1,1,1,1.0,7.0,1.0,2.0,1.0,,1.0,,,
3556,195_3_5,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3557,196_5_5,1,2,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3558,197_6_5,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3559,199_7_4,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3560,199_12_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3561,200_6_5,1,1,1,1.0,5.0,1.0,1.0,1.0,,1.0,,,
3562,200_8_4,1,1,1,1.0,6.0,1.0,1.0,1.0,,1.0,,,
3563,204_11_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3564,207_8_3,3,3,2,,,,,,,,,,
3565,210_2_3,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3566,210_7_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3567,211_8_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3568,216_2_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3569,225_5_5,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3570,226_10_6,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3571,228_8_5,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3572,229_6_3,1,1,1,1.0,4.0,0.0,0.0,1.0,,1.0,,,
3573,233_5_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3574,233_11_6,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3575,234_12_4,2,2,1,1.0,7.0,1.0,0.0,1.0,,1.0,,,
3576,236_2_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3577,237_2_5,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3578,237_8_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3579,239_4_6,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3580,241_4_4,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3581,250_1_4,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3582,251_4_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3583,258_4_4,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
3584,262_3_3,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
3585,263_3_3,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3586,264_7_3,1,1,1,1.0,5.0,1.0,3.0,1.0,,1.0,,,
3587,265_1_4,1,1,1,1.0,5.0,1.0,2.0,1.0,,1.0,,,
3588,266_9_4,1,1,1,1.0,6.0,1.0,3.0,1.0,,1.0,,,
3589,272_6_3,1,1,1,1.0,5.0,1.0,0.0,1.0,,1.0,,,
3590,273_5_7,1,1,1,1.0,6.0,1.0,2.0,1.0,,1.0,,,
