psu_hh_idcode,subjectivePoverty_rating,hhid,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
242_2_2,6,24202,2,2,34,0,0,1,1,9.0,0.0,2.0,4.0,2.0
242_3_2,6,24203,2,2,34,0,0,1,1,2.0,0.0,2.0,2.0,2.0
242_7_2,5,24207,2,2,74,0,0,1,1,2.0,0.0,2.0,2.0,2.0
242_8_1,5,24208,2,1,84,0,0,1,1,2.0,0.0,2.0,2.0,2.0
242_9_1,6,24209,1,1,58,0,0,1,1,3.0,0.0,2.0,2.0,2.0
242_11_1,6,24211,1,1,57,0,0,1,1,4.0,0.0,2.0,2.0,2.0
243_3_1,4,24303,1,1,52,0,0,1,1,6.0,0.0,2.0,2.0,2.0
243_4_1,5,24304,1,1,66,0,0,1,1,2.0,0.0,2.0,2.0,2.0
243_5_1,2,24305,1,1,55,0,0,1,1,9.0,0.0,2.0,13.0,2.0
243_6_1,4,24306,1,1,62,0,0,1,1,2.0,0.0,2.0,2.0,2.0
243_7_1,4,24307,2,1,85,0,0,3,2,,,,,
243_9_1,3,24309,2,1,92,0,0,2,1,1.0,0.0,2.0,2.0,2.0
243_11_1,5,24311,1,1,61,0,0,1,1,6.0,0.0,2.0,2.0,2.0
243_12_1,4,24312,1,1,65,0,0,1,1,3.0,0.0,2.0,13.0,2.0
244_2_1,7,24402,1,1,55,0,0,1,1,6.0,0.0,2.0,2.0,2.0
244_3_1,4,24403,1,1,53,0,0,1,1,6.0,0.0,2.0,2.0,2.0
244_4_1,4,24404,1,1,44,0,0,1,1,2.0,2.0,2.0,13.0,2.0
244_5_1,7,24405,1,1,49,0,0,1,1,6.0,1.0,2.0,13.0,2.0
244_6_1,5,24406,1,1,35,0,0,1,1,3.0,2.0,2.0,13.0,2.0
244_7_1,7,24407,1,1,51,0,0,1,1,6.0,1.0,2.0,13.0,2.0
245_1_1,4,24501,1,1,59,0,0,1,1,2.0,0.0,2.0,2.0,2.0
245_5_1,3,24505,1,1,68,0,0,2,1,2.0,0.0,2.0,13.0,2.0
245_6_1,4,24506,1,1,70,0,0,2,1,1.0,0.0,2.0,13.0,2.0
245_7_1,7,24507,1,1,59,0,0,1,1,2.0,0.0,2.0,2.0,2.0
245_9_1,4,24509,1,1,70,0,0,2,1,1.0,0.0,2.0,13.0,2.0
245_11_1,4,24511,1,1,48,0,1,1,1,6.0,0.0,2.0,2.0,2.0
246_2_1,1,24602,1,1,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
246_3_1,4,24603,1,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
246_4_1,3,24604,1,1,32,0,0,1,1,3.0,0.0,1.0,,
246_7_1,6,24607,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
246_8_1,4,24608,1,1,43,0,0,1,1,3.0,0.0,2.0,13.0,2.0
246_9_1,4,24609,1,1,48,0,0,1,1,6.0,0.0,2.0,13.0,2.0
246_11_1,8,24611,1,1,27,0,0,1,1,9.0,0.0,2.0,13.0,2.0
247_2_1,1,24702,1,1,39,0,0,1,1,3.0,0.0,2.0,13.0,2.0
247_9_1,3,24709,1,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
247_10_1,7,24710,1,1,59,0,0,1,1,6.0,0.0,2.0,13.0,2.0
247_11_1,4,24711,1,1,55,0,1,1,1,9.0,0.0,2.0,13.0,2.0
247_12_1,3,24712,1,1,45,0,0,1,1,6.0,0.0,2.0,13.0,2.0
248_5_1,8,24805,1,1,83,0,0,2,1,5.0,0.0,2.0,2.0,2.0
248_7_1,6,24807,2,1,69,0,0,1,1,2.0,0.0,2.0,2.0,2.0
248_8_1,6,24808,1,1,56,0,0,1,1,3.0,0.0,2.0,2.0,2.0
248_9_1,2,24809,1,1,33,0,0,1,1,2.0,0.0,2.0,2.0,2.0
249_1_1,5,24901,1,1,42,0,0,1,1,6.0,0.0,2.0,13.0,2.0
249_5_1,3,24905,1,1,62,0,0,1,1,9.0,0.0,2.0,13.0,2.0
249_8_1,5,24908,1,1,61,0,0,1,1,6.0,0.0,2.0,13.0,2.0
249_9_1,2,24909,2,1,38,0,0,1,1,5.0,0.0,2.0,13.0,2.0
249_10_1,3,24910,1,1,44,0,0,1,1,3.0,0.0,2.0,13.0,2.0
250_1_1,4,25001,1,1,36,0,0,1,1,6.0,0.0,2.0,13.0,2.0
250_4_1,3,25004,1,1,64,0,0,1,1,9.0,0.0,2.0,13.0,2.0
250_5_1,4,25005,1,1,49,0,1,1,1,3.0,0.0,2.0,13.0,2.0
250_7_1,5,25007,1,1,68,0,0,1,1,2.0,0.0,2.0,2.0,2.0
251_1_2,3,25101,1,4,53,0,1,1,1,2.0,0.0,2.0,2.0,2.0
251_3_1,3,25103,1,1,56,0,0,1,1,2.0,0.0,2.0,2.0,2.0
251_4_1,2,25104,1,1,51,0,0,1,1,6.0,0.0,2.0,13.0,2.0
251_5_1,3,25105,1,1,52,0,1,1,1,9.0,0.0,2.0,13.0,2.0
251_6_1,4,25106,1,1,51,0,0,1,1,3.0,0.0,2.0,13.0,2.0
251_7_1,2,25107,1,1,52,0,0,1,1,2.0,0.0,2.0,13.0,2.0
251_8_1,2,25108,1,1,51,0,0,1,1,2.0,0.0,2.0,13.0,2.0
252_1_1,4,25201,1,1,45,0,1,1,1,6.0,0.0,2.0,2.0,2.0
252_2_1,4,25202,1,1,41,0,0,1,1,3.0,0.0,2.0,2.0,2.0
252_3_1,4,25203,1,1,77,0,0,1,1,3.0,0.0,2.0,2.0,2.0
252_4_1,5,25204,1,1,48,0,2,1,1,5.0,0.0,2.0,2.0,2.0
252_5_1,5,25205,1,1,59,0,0,1,1,3.0,0.0,2.0,2.0,2.0
252_6_1,5,25206,1,1,83,0,0,1,1,3.0,0.0,2.0,2.0,2.0
252_7_1,4,25207,1,1,65,0,0,1,1,3.0,0.0,2.0,2.0,2.0
252_9_1,4,25209,1,1,65,0,0,1,1,9.0,0.0,2.0,13.0,2.0
253_1_1,3,25301,1,1,72,0,0,1,1,2.0,0.0,2.0,2.0,2.0
253_3_1,4,25303,2,1,73,6,0,1,1,2.0,0.0,2.0,2.0,2.0
253_5_1,3,25305,1,1,50,0,0,1,1,2.0,0.0,2.0,2.0,2.0
253_6_1,4,25306,1,1,82,0,0,1,1,2.0,1.0,2.0,13.0,2.0
253_7_1,4,25307,1,1,43,0,0,1,1,3.0,0.0,2.0,2.0,2.0
253_9_1,5,25309,1,1,43,0,0,1,1,9.0,0.0,2.0,13.0,2.0
253_11_1,7,25311,1,1,58,0,0,1,1,9.0,0.0,2.0,13.0,2.0
254_1_1,3,25401,1,1,56,0,0,1,1,3.0,0.0,2.0,2.0,2.0
254_2_1,4,25402,1,1,55,0,1,1,1,9.0,0.0,2.0,13.0,2.0
254_3_1,5,25403,1,1,38,0,0,1,1,9.0,0.0,2.0,13.0,2.0
254_7_1,4,25407,1,1,30,0,0,1,1,2.0,0.0,2.0,2.0,2.0
254_8_1,5,25408,2,1,47,0,0,1,1,9.0,0.0,2.0,13.0,2.0
254_9_1,5,25409,1,1,56,0,0,1,1,3.0,0.0,2.0,2.0,2.0
255_4_1,4,25504,1,1,51,0,0,1,1,3.0,0.0,2.0,2.0,2.0
255_6_1,5,25506,1,1,66,0,0,1,1,2.0,0.0,2.0,2.0,2.0
255_7_1,5,25507,1,1,61,0,0,1,1,3.0,0.0,2.0,2.0,2.0
255_8_1,6,25508,1,1,35,0,0,1,1,3.0,0.0,2.0,2.0,2.0
255_10_1,3,25510,1,1,63,0,0,1,1,9.0,0.0,2.0,13.0,2.0
255_11_1,5,25511,1,1,58,0,0,1,1,9.0,0.0,2.0,13.0,2.0
256_2_1,3,25602,1,1,66,0,0,2,1,2.0,1.0,2.0,13.0,2.0
256_5_3,6,25605,1,4,41,0,2,1,1,3.0,0.0,2.0,2.0,2.0
256_6_1,4,25606,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
256_10_1,3,25610,1,1,46,0,0,1,1,2.0,0.0,2.0,2.0,2.0
256_11_1,6,25611,1,1,61,0,0,1,1,10.0,0.0,2.0,13.0,2.0
256_12_1,3,25612,2,1,75,0,0,1,1,1.0,0.0,2.0,2.0,2.0
257_4_1,4,25704,2,1,63,0,0,1,1,3.0,0.0,2.0,2.0,2.0
257_7_1,4,25707,1,1,73,0,0,1,1,2.0,0.0,2.0,2.0,2.0
257_9_1,3,25709,1,1,61,0,0,1,1,2.0,0.0,2.0,2.0,2.0
257_10_1,3,25710,1,1,56,0,0,1,1,9.0,0.0,2.0,2.0,2.0
257_12_1,4,25712,1,1,49,0,0,1,1,6.0,0.0,2.0,2.0,2.0
258_5_1,7,25805,1,1,41,0,2,1,1,2.0,1.0,2.0,13.0,2.0
258_6_1,3,25806,1,1,47,0,0,1,1,2.0,1.0,2.0,13.0,2.0
258_8_1,2,25808,1,1,45,0,0,1,1,1.0,1.0,2.0,13.0,2.0
259_1_1,6,25901,1,1,46,0,0,1,1,9.0,0.0,2.0,2.0,2.0
259_2_1,2,25902,1,1,57,0,0,1,1,1.0,0.0,2.0,2.0,2.0
259_5_1,4,25905,2,1,73,0,0,1,1,2.0,0.0,2.0,2.0,2.0
259_6_1,4,25906,2,1,79,0,0,2,1,3.0,0.0,2.0,2.0,2.0
259_7_1,4,25907,2,1,84,0,0,2,1,1.0,0.0,2.0,2.0,2.0
259_11_1,6,25911,2,1,67,0,0,1,1,2.0,0.0,2.0,2.0,2.0
260_2_1,5,26002,1,1,75,0,0,1,1,1.0,0.0,2.0,2.0,2.0
260_4_1,6,26004,1,1,49,0,2,1,1,3.0,0.0,2.0,2.0,2.0
260_5_1,3,26005,1,1,55,0,0,1,1,2.0,0.0,2.0,2.0,2.0
260_6_1,7,26006,1,1,61,0,0,1,1,3.0,0.0,2.0,2.0,2.0
260_8_1,6,26008,1,1,55,0,0,1,1,2.0,0.0,2.0,2.0,2.0
260_9_1,7,26009,1,1,47,0,0,1,1,3.0,0.0,2.0,2.0,2.0
260_12_1,4,26012,1,1,57,0,0,1,1,2.0,0.0,2.0,2.0,2.0
261_2_1,7,26102,2,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
261_7_1,6,26107,1,1,27,0,2,1,1,2.0,1.0,2.0,13.0,2.0
261_8_1,6,26108,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
261_9_1,8,26109,1,1,55,0,0,1,1,3.0,1.0,2.0,13.0,2.0
261_10_1,5,26110,1,1,60,0,0,1,1,2.0,1.0,2.0,13.0,2.0
262_1_1,7,26201,1,1,66,0,0,1,1,3.0,0.0,2.0,2.0,2.0
262_2_1,6,26202,1,1,50,0,0,1,1,3.0,0.0,2.0,2.0,2.0
262_3_1,4,26203,1,1,47,0,0,1,1,3.0,0.0,2.0,2.0,2.0
262_5_1,6,26205,1,1,55,0,0,1,1,3.0,0.0,2.0,2.0,2.0
262_6_1,8,26206,1,1,43,0,0,1,1,9.0,0.0,2.0,2.0,2.0
262_7_1,1,26207,1,1,60,0,0,1,1,3.0,0.0,2.0,2.0,2.0
262_8_1,4,26208,1,1,41,0,0,1,1,3.0,0.0,2.0,2.0,2.0
262_12_1,6,26212,1,1,36,0,0,1,1,3.0,0.0,2.0,2.0,2.0
263_1_1,6,26301,1,1,49,0,1,1,1,6.0,0.0,2.0,2.0,2.0
263_2_1,5,26302,1,1,43,0,0,1,1,9.0,0.0,2.0,2.0,2.0
263_3_1,5,26303,1,1,60,0,0,1,1,6.0,0.0,2.0,13.0,2.0
263_4_1,1,26304,1,1,53,0,0,1,1,2.0,0.0,2.0,2.0,2.0
263_5_1,6,26305,1,1,67,0,0,1,1,6.0,0.0,2.0,2.0,2.0
263_7_1,6,26307,1,1,56,1,0,1,1,2.0,0.0,2.0,2.0,2.0
263_8_1,7,26308,1,1,50,0,0,1,1,2.0,0.0,2.0,2.0,2.0
263_9_1,7,26309,1,1,40,0,1,1,1,6.0,0.0,2.0,2.0,2.0
264_2_1,5,26402,1,1,59,0,0,1,1,9.0,0.0,2.0,2.0,2.0
264_3_1,5,26403,1,1,47,0,0,1,1,6.0,0.0,2.0,2.0,2.0
264_6_1,4,26406,1,1,33,0,1,1,1,2.0,2.0,2.0,2.0,2.0
264_7_1,3,26407,2,1,50,0,0,1,1,6.0,0.0,2.0,2.0,2.0
264_10_2,4,26410,2,1,52,0,0,1,1,6.0,0.0,2.0,2.0,2.0
264_11_1,6,26411,1,1,55,0,0,1,1,9.0,0.0,2.0,13.0,2.0
264_12_1,7,26412,1,1,48,0,0,1,1,9.0,0.0,2.0,13.0,2.0
265_1_1,6,26501,1,1,43,0,0,1,1,2.0,0.0,2.0,4.0,2.0
265_2_1,5,26502,1,1,37,0,0,1,1,3.0,0.0,2.0,2.0,2.0
265_3_1,5,26503,1,1,55,0,0,1,1,5.0,0.0,2.0,2.0,2.0
265_4_1,5,26504,2,1,61,0,0,1,1,1.0,0.0,2.0,2.0,2.0
265_5_1,4,26505,2,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
265_7_1,5,26507,1,1,63,0,0,1,1,2.0,0.0,2.0,2.0,2.0
265_8_1,4,26508,1,1,30,0,0,1,1,3.0,0.0,2.0,2.0,2.0
266_2_1,4,26602,1,1,61,0,0,1,1,2.0,0.0,2.0,2.0,2.0
266_3_1,5,26603,1,1,77,0,0,1,1,2.0,0.0,2.0,2.0,2.0
266_4_1,3,26604,1,1,66,0,0,1,1,2.0,0.0,2.0,2.0,2.0
266_6_1,7,26606,1,1,42,0,1,1,1,2.0,0.0,2.0,13.0,2.0
266_7_1,6,26607,1,1,58,0,0,1,1,2.0,0.0,2.0,2.0,2.0
266_10_1,5,26610,1,1,33,0,0,1,1,9.0,0.0,2.0,13.0,2.0
267_2_1,5,26702,1,1,71,0,0,3,1,1.0,1.0,2.0,13.0,2.0
267_4_1,5,26704,1,1,39,0,1,1,1,3.0,2.0,2.0,2.0,2.0
267_5_1,4,26705,1,1,56,0,0,1,1,2.0,0.0,2.0,2.0,2.0
267_6_1,4,26706,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
267_7_1,5,26707,1,1,48,0,0,1,1,9.0,1.0,2.0,13.0,2.0
267_8_1,5,26708,1,1,74,0,0,1,1,2.0,1.0,2.0,13.0,2.0
267_9_1,4,26709,1,1,26,0,1,1,1,2.0,2.0,2.0,2.0,2.0
268_1_1,3,26801,1,1,75,0,0,2,1,6.0,0.0,2.0,2.0,2.0
268_4_1,3,26804,1,1,66,0,0,1,1,6.0,0.0,2.0,2.0,2.0
268_5_1,3,26805,1,1,77,0,0,2,1,1.0,0.0,2.0,2.0,2.0
268_7_1,4,26807,1,1,68,0,0,1,1,2.0,0.0,2.0,2.0,2.0
268_8_1,4,26808,1,1,68,0,1,2,1,2.0,0.0,2.0,2.0,2.0
268_12_1,4,26812,1,1,64,0,0,1,1,2.0,0.0,2.0,2.0,2.0
269_2_1,4,26902,1,1,48,0,2,1,1,3.0,2.0,2.0,2.0,2.0
269_3_1,5,26903,1,1,60,0,0,1,1,9.0,0.0,2.0,2.0,2.0
269_4_1,6,26904,1,1,51,0,0,1,1,9.0,0.0,2.0,13.0,2.0
269_5_1,5,26905,1,1,53,0,0,1,1,6.0,0.0,2.0,2.0,2.0
269_6_2,4,26906,2,2,49,0,0,1,1,6.0,0.0,2.0,2.0,2.0
269_7_1,4,26907,1,1,76,0,0,1,1,6.0,0.0,2.0,2.0,2.0
270_4_2,6,27004,2,2,50,0,0,1,1,2.0,0.0,2.0,4.0,2.0
270_5_2,6,27005,2,2,64,0,0,1,1,1.0,0.0,2.0,2.0,2.0
270_6_2,5,27006,2,2,34,0,0,1,1,3.0,0.0,2.0,2.0,2.0
270_9_2,6,27009,2,2,52,0,0,1,1,2.0,0.0,2.0,2.0,2.0
271_1_2,6,27101,1,4,59,0,1,1,1,2.0,0.0,2.0,2.0,2.0
271_4_1,4,27104,1,1,45,0,0,1,1,2.0,0.0,2.0,2.0,2.0
271_5_2,6,27105,2,2,54,0,0,1,1,3.0,0.0,2.0,2.0,2.0
271_7_2,5,27107,2,2,78,0,0,1,1,1.0,0.0,2.0,2.0,2.0
271_9_2,5,27109,2,2,69,2,0,1,1,2.0,0.0,2.0,2.0,2.0
272_1_1,4,27201,2,1,46,0,0,1,1,2.0,0.0,2.0,13.0,2.0
272_2_1,4,27202,1,1,49,0,0,1,1,2.0,0.0,2.0,2.0,2.0
272_3_1,6,27203,1,1,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
272_4_1,6,27204,1,1,90,0,0,3,2,,,,,
272_5_1,4,27205,1,1,36,0,0,1,1,2.0,0.0,2.0,2.0,2.0
272_6_1,4,27206,1,1,37,0,0,1,1,2.0,0.0,2.0,2.0,2.0
272_8_1,5,27208,1,1,58,0,0,1,1,2.0,0.0,2.0,2.0,2.0
272_9_1,4,27209,1,1,26,0,0,1,1,2.0,0.0,2.0,2.0,2.0
273_1_1,5,27301,1,1,58,0,0,1,1,6.0,0.0,2.0,13.0,2.0
273_2_1,4,27302,1,1,71,0,0,1,1,2.0,0.0,2.0,2.0,2.0
273_3_1,6,27303,1,1,36,0,0,1,1,3.0,0.0,2.0,1.0,2.0
273_4_1,4,27304,1,1,24,0,0,1,1,2.0,0.0,2.0,1.0,2.0
273_5_1,4,27305,1,1,44,0,0,1,1,3.0,0.0,2.0,2.0,2.0
273_8_1,5,27308,1,1,23,0,1,1,1,2.0,0.0,2.0,2.0,2.0
273_9_1,4,27309,1,1,48,0,0,1,1,3.0,0.0,2.0,13.0,2.0
274_1_1,5,27401,1,1,38,0,0,1,1,2.0,0.0,2.0,2.0,2.0
274_2_1,5,27402,1,1,43,0,0,1,1,2.0,0.0,2.0,2.0,2.0
274_3_1,4,27403,1,1,50,0,0,1,1,2.0,0.0,2.0,2.0,2.0
274_4_1,6,27404,1,1,66,0,0,1,1,2.0,0.0,2.0,2.0,2.0
274_5_1,5,27405,1,1,53,0,0,1,1,5.0,0.0,2.0,13.0,2.0
274_7_1,6,27407,1,1,63,0,0,2,1,2.0,0.0,2.0,14.0,2.0
275_1_1,4,27501,2,1,70,0,0,2,1,1.0,4.0,2.0,13.0,2.0
275_4_1,4,27504,1,1,38,0,1,1,1,3.0,1.0,2.0,13.0,2.0
275_5_1,6,27505,1,1,48,0,0,1,1,9.0,0.0,2.0,13.0,2.0
275_6_1,7,27506,1,1,73,0,0,2,1,1.0,0.0,2.0,13.0,2.0
275_7_1,2,27507,2,1,65,0,0,2,1,1.0,0.0,2.0,13.0,2.0
276_1_1,3,27601,1,1,46,0,0,1,1,2.0,0.0,2.0,13.0,2.0
276_3_1,4,27603,1,1,34,0,0,1,1,3.0,3.0,2.0,2.0,2.0
276_4_1,5,27604,1,1,65,0,0,2,1,2.0,1.0,2.0,13.0,2.0
276_10_1,4,27610,1,1,51,0,0,1,1,9.0,1.0,2.0,13.0,2.0
277_1_1,4,27701,1,1,28,0,0,1,1,2.0,2.0,2.0,13.0,2.0
277_2_1,6,27702,1,1,67,0,0,2,1,1.0,0.0,2.0,13.0,2.0
277_3_1,1,27703,1,1,51,0,0,1,1,2.0,1.0,2.0,13.0,2.0
277_6_1,5,27706,1,1,64,0,0,2,1,1.0,0.0,2.0,13.0,2.0
277_7_1,3,27707,1,1,44,0,0,1,1,2.0,1.0,2.0,13.0,2.0
277_9_1,7,27709,1,1,36,0,0,1,1,3.0,0.0,2.0,4.0,2.0
277_11_1,4,27711,1,1,55,0,0,2,1,2.0,0.0,2.0,13.0,2.0
278_1_1,2,27801,1,1,61,0,0,1,1,2.0,0.0,2.0,2.0,2.0
278_2_1,4,27802,1,1,62,0,0,2,1,1.0,0.0,2.0,13.0,2.0
278_4_1,5,27804,1,1,32,0,0,1,1,3.0,0.0,2.0,2.0,2.0
278_5_1,6,27805,1,1,47,0,0,1,1,2.0,0.0,2.0,2.0,2.0
278_7_1,4,27807,1,1,45,0,0,1,1,9.0,0.0,2.0,13.0,2.0
278_8_1,2,27808,1,1,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
278_9_1,6,27809,1,1,51,0,0,1,1,2.0,0.0,2.0,13.0,2.0
279_1_1,7,27901,1,1,64,0,0,3,1,1.0,0.0,2.0,13.0,2.0
279_2_1,4,27902,1,1,65,0,0,3,1,1.0,0.0,2.0,13.0,2.0
279_3_1,7,27903,1,1,75,0,0,3,1,1.0,0.0,2.0,13.0,2.0
279_4_1,9,27904,1,1,61,0,0,2,1,1.0,0.0,2.0,13.0,2.0
279_5_1,6,27905,1,1,31,0,2,1,1,2.0,2.0,2.0,13.0,2.0
279_6_1,2,27906,1,1,41,0,0,1,1,3.0,1.0,2.0,13.0,2.0
279_7_1,4,27907,1,1,34,0,0,1,1,2.0,1.0,2.0,4.0,2.0
279_8_1,8,27908,1,1,29,0,0,1,1,2.0,1.0,2.0,4.0,2.0
280_1_1,8,28001,1,1,43,0,2,1,1,2.0,0.0,2.0,2.0,2.0
280_2_1,6,28002,1,1,33,0,0,1,1,2.0,0.0,2.0,2.0,2.0
280_3_1,7,28003,1,1,47,0,0,1,1,2.0,0.0,2.0,2.0,2.0
280_4_1,7,28004,1,1,41,0,0,1,1,3.0,0.0,2.0,2.0,2.0
280_5_1,8,28005,1,1,49,0,0,1,1,9.0,0.0,2.0,2.0,2.0
280_6_1,7,28006,1,1,29,0,0,1,1,2.0,0.0,2.0,1.0,2.0
280_8_1,9,28008,1,1,40,0,0,1,1,6.0,0.0,2.0,2.0,2.0
281_1_1,9,28101,1,1,53,0,0,1,1,9.0,0.0,2.0,2.0,2.0
281_2_1,7,28102,1,1,61,0,0,1,1,2.0,0.0,2.0,2.0,2.0
281_3_1,8,28103,1,1,27,0,0,1,1,3.0,0.0,2.0,2.0,2.0
281_4_1,7,28104,1,1,30,0,0,1,1,2.0,0.0,2.0,2.0,2.0
281_6_1,8,28106,1,1,88,0,0,2,1,0.0,1.0,2.0,13.0,2.0
281_8_1,5,28108,2,1,41,0,0,2,1,2.0,1.0,2.0,13.0,2.0
281_11_1,6,28111,1,1,70,0,0,2,1,2.0,1.0,2.0,13.0,2.0
282_1_1,6,28201,1,1,36,0,0,1,1,2.0,0.0,2.0,2.0,2.0
282_2_1,8,28202,1,1,29,0,0,1,1,9.0,1.0,2.0,2.0,2.0
282_3_1,8,28203,1,1,37,0,0,1,1,3.0,2.0,2.0,2.0,2.0
282_4_1,8,28204,1,1,33,0,0,1,1,9.0,2.0,2.0,2.0,2.0
282_5_1,8,28205,1,1,69,0,0,1,1,2.0,0.0,2.0,2.0,2.0
282_6_1,7,28206,1,1,40,0,0,1,1,2.0,0.0,2.0,2.0,2.0
282_7_1,7,28207,1,1,79,0,0,1,1,2.0,0.0,2.0,2.0,2.0
282_8_1,7,28208,1,1,43,0,0,1,1,2.0,0.0,2.0,2.0,2.0
283_2_1,8,28302,1,1,44,0,0,1,1,3.0,0.0,2.0,2.0,2.0
283_3_1,7,28303,1,1,36,0,1,1,1,2.0,1.0,2.0,13.0,2.0
283_4_1,8,28304,1,1,74,0,0,1,1,1.0,0.0,2.0,2.0,2.0
283_5_1,8,28305,2,1,56,0,0,1,1,2.0,0.0,2.0,2.0,2.0
283_6_1,7,28306,1,1,37,0,0,1,1,9.0,0.0,2.0,2.0,2.0
284_1_1,8,28401,1,1,66,0,0,1,1,2.0,0.0,2.0,2.0,2.0
284_3_1,7,28403,1,1,40,0,0,1,1,3.0,0.0,2.0,2.0,2.0
284_5_1,7,28405,1,1,45,0,0,1,1,9.0,0.0,2.0,2.0,2.0
284_6_1,6,28406,1,1,44,0,0,2,1,2.0,0.0,1.0,,2.0
284_8_1,6,28408,2,1,67,0,0,1,1,2.0,0.0,2.0,2.0,2.0
284_10_1,8,28410,1,1,45,0,0,1,1,9.0,0.0,2.0,2.0,2.0
284_11_1,8,28411,1,1,55,0,0,1,1,2.0,0.0,2.0,2.0,2.0
285_1_1,7,28501,1,1,78,0,0,1,1,1.0,0.0,2.0,2.0,2.0
285_2_1,7,28502,1,1,51,0,0,1,1,9.0,0.0,2.0,13.0,2.0
285_3_1,7,28503,2,1,79,0,0,1,1,1.0,0.0,2.0,2.0,2.0
285_4_1,7,28504,1,1,48,0,0,1,1,3.0,0.0,2.0,2.0,2.0
285_5_1,9,28505,1,1,46,0,0,1,1,9.0,0.0,2.0,13.0,2.0
285_6_1,7,28506,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
285_8_1,7,28508,1,1,42,0,0,1,1,2.0,0.0,2.0,2.0,2.0
286_1_2,4,28601,2,2,44,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_2_1,2,28602,1,1,50,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_4_1,5,28604,2,1,61,0,0,1,1,9.0,2.0,2.0,13.0,2.0
286_7_2,2,28607,2,2,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_8_2,7,28608,2,1,39,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_9_2,3,28609,2,2,56,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_10_1,5,28610,1,1,78,0,0,2,1,1.0,1.0,2.0,13.0,2.0
287_1_2,3,28701,2,2,69,0,0,1,1,1.0,0.0,2.0,13.0,2.0
287_3_1,7,28703,2,1,62,0,0,1,1,1.0,0.0,2.0,13.0,2.0
287_4_2,2,28704,2,2,64,0,0,3,2,,,,,
287_5_1,6,28705,2,1,49,1,0,1,1,2.0,2.0,2.0,13.0,2.0
287_6_4,5,28706,2,9,42,0,0,1,1,6.0,3.0,2.0,13.0,2.0
287_7_1,3,28707,1,1,42,0,0,1,1,2.0,0.0,2.0,13.0,2.0
287_8_2,3,28708,2,2,44,0,0,1,1,2.0,0.0,2.0,13.0,2.0
288_2_1,2,28802,1,1,66,0,0,1,1,5.0,0.0,2.0,14.0,2.0
288_7_1,3,28807,2,1,61,0,0,1,1,2.0,1.0,2.0,13.0,2.0
288_8_1,2,28808,1,1,50,0,0,1,1,3.0,0.0,2.0,13.0,2.0
288_9_1,3,28809,1,1,20,0,1,1,1,3.0,3.0,2.0,13.0,2.0
288_11_1,3,28811,1,1,66,0,0,1,1,5.0,1.0,2.0,13.0,2.0
288_12_1,2,28812,2,1,74,0,0,1,1,6.0,1.0,2.0,13.0,2.0
289_1_1,1,28901,1,1,63,0,0,1,1,5.0,1.0,2.0,13.0,2.0
289_2_1,2,28902,1,1,72,0,0,1,1,5.0,0.0,2.0,13.0,2.0
289_3_2,4,28903,2,2,44,0,0,1,1,2.0,1.0,2.0,13.0,2.0
289_4_1,2,28904,1,1,64,0,0,1,1,5.0,0.0,2.0,13.0,2.0
289_5_1,2,28905,1,1,40,0,0,1,1,5.0,2.0,2.0,13.0,2.0
289_6_1,1,28906,1,1,54,0,0,1,1,2.0,1.0,2.0,13.0,2.0
289_9_1,2,28909,1,1,69,0,0,1,1,2.0,0.0,2.0,13.0,2.0
289_11_1,3,28911,1,1,59,0,0,1,1,5.0,1.0,2.0,13.0,2.0
290_1_1,3,29001,1,1,37,0,0,1,1,3.0,3.0,2.0,4.0,2.0
290_4_1,2,29004,1,1,67,0,0,1,1,3.0,1.0,2.0,13.0,2.0
290_5_1,2,29005,1,1,70,0,0,1,1,5.0,0.0,2.0,13.0,2.0
290_6_1,1,29006,1,1,60,0,0,1,1,5.0,1.0,2.0,13.0,2.0
290_7_1,2,29007,1,1,66,0,0,1,1,2.0,1.0,2.0,13.0,2.0
290_8_1,2,29008,1,1,75,0,0,1,1,1.0,0.0,2.0,13.0,2.0
290_10_1,1,29010,1,1,74,0,0,1,1,1.0,0.0,2.0,13.0,2.0
290_11_1,1,29011,1,1,50,0,0,1,1,6.0,2.0,2.0,13.0,2.0
