psu_hh_idcode,hhid,rating_filled,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
611_8_1,61108,2.0,1,1,52,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
418_6_1,41806,2.0,1,1,47,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
441_7_1,44107,6.0,1,1,51,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
707_2_2,70702,4.0,2,2,52,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
695_1_1,69501,4.0,1,1,68,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
539_4_1,53904,7.0,1,1,51,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
155_2_2,15502,7.0,2,2,67,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
141_11_1,14111,5.0,1,1,67,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
286_10_1,28610,5.0,1,1,78,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
247_2_1,24702,1.0,1,1,39,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
70_7_1,7007,5.0,1,1,40,0,2,1.0,1.0,3.0,1.0,2.0,13.0,2.0
114_1_1,11401,6.0,1,1,60,0,0,2.0,1.0,3.0,0.0,2.0,13.0,2.0
327_11_1,32711,4.0,1,1,62,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
394_1_2,39401,5.0,2,2,28,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
459_9_1,45909,6.0,2,1,54,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
61_5_1,6105,5.0,1,1,79,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
277_7_1,27707,3.0,1,1,44,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
166_1_1,16601,3.0,1,1,64,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
514_2_1,51402,6.0,1,1,35,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
320_7_1,32007,6.0,1,1,42,2,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
1_12_1,112,4.0,2,1,54,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
458_4_1,45804,1.0,1,1,20,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
290_7_1,29007,2.0,1,1,66,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
706_7_1,70607,4.0,1,1,32,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
609_6_1,60906,4.0,1,1,55,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
624_8_1,62408,6.0,1,1,50,0,1,1.0,1.0,2.0,0.0,2.0,3.0,2.0
732_2_1,73202,8.0,1,1,63,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
182_3_2,18203,1.0,2,2,49,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
151_2_2,15102,6.0,1,4,37,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
304_5_1,30405,8.0,1,1,61,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
332_2_1,33202,2.0,1,1,64,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
227_8_2,22708,5.0,2,2,44,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
682_9_1,68209,6.0,1,1,56,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
341_8_1,34108,4.0,1,1,28,0,2,1.0,1.0,2.0,0.0,2.0,2.0,2.0
97_6_1,9706,2.0,1,1,38,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
285_4_1,28504,7.0,1,1,48,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
127_6_1,12706,4.0,1,1,30,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
755_7_1,75507,1.0,1,1,57,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
397_3_1,39703,6.0,1,1,46,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
134_4_2,13404,3.0,2,2,25,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
250_1_1,25001,4.0,1,1,36,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
160_6_3,16006,5.0,2,4,32,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
223_8_1,22308,4.0,1,1,59,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
795_4_1,79504,5.0,1,1,65,0,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
56_9_1,5609,6.0,1,1,43,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
111_1_1,11101,6.0,2,1,37,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
567_1_1,56701,4.0,1,1,61,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
484_7_3,48407,7.0,2,9,60,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
743_8_2,74308,1.0,2,2,32,0,0,1.0,1.0,3.0,2.0,2.0,13.0,2.0
342_1_2,34201,3.0,2,2,49,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
382_2_3,38202,4.0,2,4,20,0,2,1.0,1.0,2.0,1.0,1.0,,
707_5_1,70705,7.0,1,1,34,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
98_7_1,9807,3.0,1,1,41,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
332_5_1,33205,4.0,1,1,54,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
810_6_1,81006,6.0,1,1,53,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
219_6_1,21906,4.0,1,1,51,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
266_10_1,26610,5.0,1,1,33,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
283_6_1,28306,7.0,1,1,37,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
350_1_1,35001,6.0,1,1,63,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
304_1_1,30401,8.0,1,1,32,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
814_3_2,81403,3.0,2,2,45,0,0,1.0,1.0,9.0,0.0,2.0,4.0,2.0
718_7_2,71807,5.0,2,2,55,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
111_6_1,11106,8.0,1,1,39,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
673_3_2,67303,4.0,2,2,43,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
137_5_1,13705,2.0,1,1,35,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
604_1_1,60401,3.0,1,1,48,0,1,1.0,1.0,2.0,0.0,2.0,2.0,2.0
573_8_1,57308,2.0,2,1,68,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
67_7_1,6707,6.0,2,1,56,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
709_8_1,70908,6.0,2,1,64,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
305_11_1,30511,5.0,1,1,76,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
676_3_2,67603,6.0,2,2,44,0,0,1.0,1.0,2.0,2.0,2.0,13.0,2.0
613_6_1,61306,5.0,1,1,48,0,0,1.0,1.0,3.0,3.0,2.0,13.0,2.0
327_3_1,32703,2.0,1,1,52,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
683_7_1,68307,5.0,1,1,53,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
287_5_1,28705,6.0,2,1,49,1,0,1.0,1.0,2.0,2.0,2.0,13.0,2.0
216_8_1,21608,4.0,1,1,38,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
77_4_1,7704,3.0,1,1,49,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
466_3_1,46603,2.0,1,1,26,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
72_3_1,7203,4.0,1,1,62,0,0,1.0,1.0,6.0,0.0,2.0,2.0,2.0
248_8_1,24808,6.0,1,1,56,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
165_6_1,16506,4.0,1,1,58,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
43_10_1,4310,4.0,1,1,47,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
74_5_1,7405,3.0,1,1,71,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
650_2_1,65002,5.0,1,1,72,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
469_12_2,46912,5.0,2,2,45,0,0,1.0,1.0,3.0,2.0,2.0,13.0,2.0
80_5_1,8005,3.0,1,1,44,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
55_3_1,5503,7.0,1,1,58,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
238_8_2,23808,4.0,2,2,30,0,0,1.0,1.0,2.0,3.0,2.0,13.0,2.0
403_1_2,40301,6.0,2,2,60,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
13_2_1,1302,8.0,1,1,56,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
502_5_1,50205,4.0,1,1,46,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
521_7_1,52107,6.0,1,1,36,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
632_11_1,63211,3.0,1,1,32,0,0,1.0,1.0,3.0,3.0,2.0,2.0,2.0
794_5_1,79405,5.0,1,1,50,0,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
259_11_1,25911,6.0,2,1,67,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
193_4_1,19304,3.0,1,1,54,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
449_8_2,44908,9.0,2,2,44,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
495_4_1,49504,7.0,1,1,40,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
575_1_1,57501,5.0,2,1,97,0,0,3.0,1.0,1.0,0.0,2.0,13.0,2.0
457_2_1,45702,6.0,1,1,45,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
672_6_1,67206,5.0,1,1,51,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
693_8_1,69308,4.0,1,1,31,0,1,1.0,1.0,3.0,0.0,2.0,1.0,2.0
190_7_1,19007,4.0,1,1,30,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
121_10_1,12110,1.0,1,1,45,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
733_3_2,73303,1.0,2,2,63,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
67_1_1,6701,6.0,1,1,40,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
23_1_1,2301,3.0,1,1,75,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
459_10_1,45910,5.0,1,1,46,0,1,1.0,1.0,3.0,1.0,2.0,12.0,2.0
309_11_1,30911,4.0,1,1,42,0,1,1.0,1.0,3.0,3.0,2.0,13.0,2.0
628_9_1,62809,6.0,1,1,60,0,0,1.0,1.0,6.0,0.0,2.0,2.0,2.0
262_5_1,26205,6.0,1,1,55,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
376_3_2,37603,4.0,2,2,72,0,0,2.0,1.0,3.0,0.0,2.0,2.0,2.0
714_1_1,71401,2.0,1,1,35,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
429_3_1,42903,5.0,1,1,71,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
72_5_1,7205,7.0,1,1,59,2,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
718_1_1,71801,5.0,2,1,45,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
504_6_1,50406,6.0,2,1,57,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
75_1_1,7501,3.0,1,1,48,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
692_2_2,69202,5.0,2,2,57,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
383_8_1,38308,3.0,1,1,57,0,0,1.0,1.0,3.0,1.0,2.0,12.0,2.0
526_3_1,52603,4.0,1,1,58,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
297_11_1,29711,4.0,1,1,57,0,0,1.0,1.0,3.0,4.0,2.0,2.0,2.0
384_3_1,38403,3.0,1,1,61,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
782_3_1,78203,3.0,1,1,52,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
602_11_1,60211,4.0,1,1,57,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
473_7_2,47307,3.0,2,2,51,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
649_5_1,64905,5.0,1,1,57,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
683_4_1,68304,5.0,1,1,63,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
277_2_1,27702,6.0,1,1,67,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
742_4_1,74204,4.0,1,1,33,0,0,1.0,1.0,9.0,3.0,2.0,13.0,2.0
312_8_1,31208,5.0,2,1,53,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
556_1_1,55601,8.0,1,1,51,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
48_9_1,4809,4.0,1,1,46,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
107_6_1,10706,3.0,1,1,45,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
236_1_3,23601,2.0,2,4,16,0,1,1.0,1.0,2.0,0.0,1.0,,
47_3_1,4703,3.0,1,1,55,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
243_5_1,24305,2.0,1,1,55,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
588_6_1,58806,1.0,1,1,72,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
723_12_4,72312,6.0,2,9,51,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
719_2_1,71902,9.0,2,1,64,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
459_11_1,45911,5.0,1,1,65,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
829_3_2,82903,5.0,2,2,38,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
457_10_1,45710,5.0,1,1,40,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
139_2_1,13902,2.0,1,1,45,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
259_7_1,25907,4.0,2,1,84,0,0,2.0,1.0,1.0,0.0,2.0,2.0,2.0
296_5_1,29605,5.0,1,1,55,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
809_2_2,80902,5.0,2,4,26,0,1,1.0,1.0,9.0,2.0,2.0,13.0,2.0
168_1_2,16801,7.0,2,2,59,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
274_7_1,27407,6.0,1,1,63,0,0,2.0,1.0,2.0,0.0,2.0,14.0,2.0
764_12_2,76412,5.0,2,2,27,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
517_1_1,51701,6.0,1,1,39,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
751_2_1,75102,5.0,2,1,73,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
468_4_1,46804,5.0,2,1,61,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
584_5_1,58405,4.0,2,1,55,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
281_11_1,28111,6.0,1,1,70,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
572_9_2,57209,7.0,2,2,47,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
576_6_2,57606,4.0,2,4,32,0,1,1.0,1.0,9.0,1.0,2.0,13.0,2.0
808_3_1,80803,3.0,1,1,62,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
147_5_1,14705,5.0,1,1,84,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
410_5_1,41005,5.0,1,1,72,0,0,2.0,1.0,3.0,1.0,2.0,13.0,2.0
480_2_1,48002,5.0,1,1,56,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
541_1_1,54101,2.0,1,1,38,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
251_3_1,25103,3.0,1,1,56,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
178_7_2,17807,2.0,2,2,28,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
336_9_1,33609,5.0,1,1,40,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
747_9_2,74709,5.0,2,2,57,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
449_10_2,44910,8.0,2,2,43,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
513_2_1,51302,6.0,1,1,57,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
779_5_1,77905,5.0,1,1,27,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
691_8_1,69108,4.0,1,1,33,0,1,1.0,1.0,9.0,0.0,2.0,13.0,2.0
451_7_1,45107,1.0,1,1,52,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
184_2_1,18402,1.0,1,1,74,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
110_3_2,11003,4.0,1,4,36,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
288_7_1,28807,3.0,2,1,61,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
491_3_1,49103,5.0,1,1,68,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
331_6_1,33106,6.0,1,1,75,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
510_7_1,51007,7.0,1,1,68,0,0,1.0,1.0,0.0,0.0,2.0,13.0,2.0
722_1_1,72201,4.0,1,1,65,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
157_5_1,15705,4.0,1,1,31,5,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
513_6_1,51306,7.0,1,1,57,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
106_1_1,10601,1.0,1,1,72,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
588_1_1,58801,1.0,1,1,55,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
73_6_1,7306,7.0,1,1,57,0,0,1.0,1.0,2.0,3.0,2.0,13.0,2.0
26_5_1,2605,5.0,1,1,48,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
476_2_1,47602,3.0,1,1,43,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
206_2_1,20602,5.0,1,1,49,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
252_9_1,25209,4.0,1,1,65,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
407_9_4,40709,9.0,2,9,34,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
511_10_1,51110,6.0,1,1,37,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
550_4_2,55004,3.0,2,2,42,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
114_4_1,11404,10.0,1,1,68,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
79_8_1,7908,4.0,1,1,48,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
696_4_1,69604,3.0,1,1,30,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
560_1_1,56001,4.0,1,1,52,4,0,1.0,1.0,3.0,3.0,2.0,13.0,2.0
247_12_1,24712,3.0,1,1,45,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
21_3_1,2103,3.0,1,1,30,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
598_9_1,59809,7.0,1,1,48,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
567_3_1,56703,8.0,1,1,41,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
748_8_2,74808,4.0,2,2,40,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
543_4_3,54304,3.0,1,4,29,0,2,2.0,1.0,2.0,0.0,2.0,13.0,2.0
78_2_1,7802,3.0,1,1,41,6,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
110_4_1,11004,8.0,1,1,57,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
179_11_2,17911,3.0,2,2,40,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
372_11_1,37211,8.0,1,1,64,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
576_8_1,57608,6.0,1,1,61,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
69_4_1,6904,5.0,1,1,58,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
614_8_1,61408,2.0,1,1,52,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
757_7_2,75707,5.0,2,2,56,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
702_2_1,70202,7.0,1,1,59,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
452_8_1,45208,6.0,1,1,35,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
653_2_1,65302,3.0,1,1,58,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
24_4_1,2404,4.0,1,1,52,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
430_8_1,43008,3.0,1,1,68,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
232_4_1,23204,4.0,2,1,61,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
528_2_1,52802,4.0,2,1,52,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
680_6_1,68006,5.0,1,1,39,0,1,1.0,1.0,3.0,1.0,2.0,13.0,2.0
358_2_1,35802,3.0,1,1,54,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
233_10_5,23310,4.0,2,4,18,0,2,1.0,1.0,3.0,1.0,1.0,,
333_6_1,33306,6.0,1,1,65,0,0,1.0,1.0,2.0,2.0,2.0,13.0,2.0
424_3_1,42403,6.0,1,1,32,0,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0
765_7_1,76507,6.0,1,1,57,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
81_1_1,8101,4.0,1,1,28,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
550_1_1,55001,4.0,1,1,68,0,0,2.0,1.0,3.0,0.0,2.0,2.0,2.0
127_3_1,12703,4.0,1,1,41,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
421_8_1,42108,6.0,1,1,33,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
815_2_1,81502,6.0,1,1,26,8,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
80_6_1,8006,4.0,1,1,44,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
417_5_1,41705,3.0,1,1,47,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
682_1_1,68201,5.0,1,1,65,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
457_11_1,45711,6.0,1,1,29,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
626_5_2,62605,6.0,2,2,31,0,0,1.0,1.0,3.0,0.0,2.0,12.0,2.0
289_6_1,28906,1.0,1,1,54,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
579_10_1,57910,1.0,1,1,74,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
394_3_1,39403,2.0,1,1,58,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
548_6_1,54806,4.0,1,1,48,0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
263_2_1,26302,5.0,1,1,43,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
251_5_1,25105,3.0,1,1,52,0,1,1.0,1.0,9.0,0.0,2.0,13.0,2.0
245_9_1,24509,4.0,1,1,70,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
489_1_1,48901,5.0,1,1,64,0,0,1.0,1.0,3.0,2.0,2.0,12.0,2.0
172_5_2,17205,6.0,2,2,44,0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
770_6_2,77006,7.0,2,2,43,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
116_2_1,11602,6.0,2,1,31,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
762_3_2,76203,5.0,2,2,50,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
69_3_1,6903,1.0,1,1,51,2,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
182_2_1,18202,2.0,1,1,57,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
592_9_1,59209,7.0,1,1,45,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
351_6_1,35106,5.0,2,1,45,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
327_6_1,32706,3.0,1,1,67,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
238_5_1,23805,5.0,1,1,59,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
656_7_1,65607,1.0,1,1,56,0,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
345_9_1,34509,4.0,1,1,28,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
254_7_1,25407,4.0,1,1,30,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
677_10_2,67710,7.0,2,2,51,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
288_11_1,28811,3.0,1,1,66,0,0,1.0,1.0,5.0,1.0,2.0,13.0,2.0
236_7_1,23607,4.0,1,1,33,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
806_10_1,80610,3.0,2,1,42,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
206_3_1,20603,7.0,1,1,63,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
122_11_1,12211,4.0,1,1,68,1,0,2.0,1.0,3.0,0.0,2.0,13.0,2.0
801_7_1,80107,4.0,1,1,65,0,0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
263_3_1,26303,5.0,1,1,60,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
724_6_1,72406,7.0,1,1,55,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
636_4_1,63604,7.0,2,1,45,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
793_7_2,79307,4.0,2,2,42,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
829_4_4,82904,6.0,2,4,22,0,2,1.0,1.0,7.0,0.0,2.0,13.0,2.0
105_5_1,10505,5.0,1,1,37,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
435_1_1,43501,3.0,1,1,54,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
76_2_1,7602,3.0,2,1,89,0,0,3.0,2.0,,,,,
274_2_1,27402,5.0,1,1,43,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
493_8_1,49308,6.0,1,1,69,0,0,2.0,1.0,3.0,0.0,2.0,2.0,2.0
662_9_1,66209,3.0,1,1,62,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
272_5_1,27205,4.0,1,1,36,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
716_2_1,71602,7.0,1,1,75,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
198_8_2,19808,7.0,2,2,56,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
